status,dataset,model,device,entanglement,optimization_level,num_qubits,run_idx,seed,gpu_id,aggregate_depth,aggregate_two_qubit_gates,mean_readout_error,accuracy,balanced_accuracy,f1_score,mcc,roc_auc,g_mean,kernel_time,classifier_time,total_time
success,IoT_Original_Distribution,QVE,FakeSherbrooke,full,0,10,0,42,2,731,474,0.04147699311023622,0.9733333333333334,0.8763655462184874,0.9719877082322498,0.8330471502868797,0.9609663865546219,0.8682180146762698,2674.171831003041,6.42087511299178,2680.592706116033
success,IoT_Original_Distribution,QVE,FakeSherbrooke,full,0,10,1,123,0,731,474,0.04147699311023622,0.9626666666666667,0.8192226890756302,0.9594835945612271,0.7588187420265371,0.9581092436974791,0.8000131301443505,3203.0630254109856,1.1103667910210788,3204.1733922020067
success,IoT_Original_Distribution,QVE,FakeSherbrooke,full,0,10,2,456,1,731,474,0.04147699311023622,0.9746666666666667,0.8771008403361344,0.9732848484848485,0.8416222824685271,0.9740756302521009,0.8688590025927996,3294.557996509131,1.3309797900728881,3295.888976299204
success,IoT_Original_Distribution,QVE,FakeSherbrooke,full,0,10,3,789,2,731,474,0.04147699311023622,0.9786666666666667,0.9113445378151261,0.9780825801878433,0.8690587626910756,0.974453781512605,0.9075778087809313,3319.103336044005,0.09247529599815607,3319.1958113400033
success,IoT_Original_Distribution,QVE,FakeSherbrooke,full,0,10,4,1024,0,731,474,0.04147699311023622,0.9653333333333334,0.8271008403361344,0.9623776235211394,0.7775457593519699,0.9785294117647059,0.8094504827558098,3434.7878777190344,0.8338645988842472,3435.6217423179187
success,IoT_Original_Distribution,QVE,FakeSherbrooke,full,0,10,5,2048,1,731,474,0.04147699311023622,0.9666666666666667,0.8470588235294118,0.9645689049483086,0.7879202068207745,0.9618907563025211,0.8341956322956723,3396.6212420669617,0.35600844502914697,3396.977250511991
success,IoT_Original_Distribution,QVE,FakeSherbrooke,full,0,10,6,3072,2,731,474,0.04147699311023622,0.9653333333333334,0.8271008403361344,0.9623776235211394,0.7775457593519699,0.9736344537815126,0.8094504827558098,3440.347814823035,1.343785067088902,3441.691599890124
success,IoT_Original_Distribution,QVE,FakeSherbrooke,full,0,10,7,4096,0,731,474,0.04147699311023622,0.9786666666666667,0.8857142857142857,0.9774143535883971,0.8681558508014493,0.9748529411764706,0.8783100656536799,3482.4300304190256,1.1139032250503078,3483.543933644076
success,IoT_Original_Distribution,QVE,FakeSherbrooke,full,0,10,8,5120,1,731,474,0.04147699311023622,0.9746666666666667,0.8771008403361344,0.9732848484848485,0.8416222824685271,0.9691386554621849,0.8688590025927996,3471.772831124952,1.0122729070717469,3472.785104032024
success,IoT_Original_Distribution,QVE,FakeSherbrooke,full,0,10,9,6144,2,731,474,0.04147699311023622,0.968,0.8285714285714285,0.9649671118198125,0.7967058803223808,0.957563025210084,0.8106434833777776,3470.160659289919,0.1407405239297077,3470.3013998138485
success,IoT_Original_Distribution,QVE,ideal,full,3,10,0,42,0,197,372,,0.9826666666666667,0.9519957983193277,0.9827217551495415,0.8982636143497057,0.9694957983193278,0.9512486265849911,397.34259607398417,3.444812858942896,400.78740893292706
success,IoT_Original_Distribution,QVE,ideal,full,3,10,1,123,1,197,372,,0.9666666666666667,0.9047268907563025,0.9667726060568107,0.8043248213082538,0.9701680672268909,0.9015159967726445,398.6322860629298,2.145087635028176,400.77737369795796
success,IoT_Original_Distribution,QVE,ideal,full,3,10,2,456,2,197,372,,0.9746666666666667,0.9411764705882353,0.9750567078084573,0.8555852638929973,0.9803361344537815,0.9402753038652155,398.49250503396615,2.548818027949892,401.04132306191605
success,IoT_Original_Distribution,QVE,ideal,full,3,10,3,789,0,197,372,,0.9706666666666667,0.932563025210084,0.9712044137782184,0.8339617298658304,0.9753151260504201,0.9313855225397475,403.03441357193515,1.3546262679155916,404.38903983985074
success,IoT_Original_Distribution,QVE,ideal,full,3,10,4,1024,1,197,372,,0.976,0.9226890756302522,0.9758437081018961,0.8564615134993689,0.9890546218487395,0.9203579866168445,384.41940079198685,3.2621377499308437,387.6815385419177
success,IoT_Original_Distribution,QVE,ideal,full,3,10,5,2048,2,197,372,,0.9746666666666667,0.9027310924369748,0.9740648622287248,0.8446951273043477,0.972436974789916,0.898387911949028,401.64635627588723,1.8370976670412347,403.48345394292846
success,IoT_Original_Distribution,QVE,ideal,full,3,10,6,3072,0,197,372,,0.9653333333333334,0.9103991596638655,0.9657636840380203,0.8006647837619872,0.9789915966386554,0.9078902499103914,388.63490550604183,3.3894132231362164,392.02431872917805
success,IoT_Original_Distribution,QVE,ideal,full,3,10,7,4096,1,197,372,,0.9786666666666667,0.9241596638655463,0.9783842217238802,0.8710895817845912,0.979201680672269,0.9217265494346862,404.16097724204883,1.0399413789855316,405.20091862103436
success,IoT_Original_Distribution,QVE,ideal,full,3,10,8,5120,2,197,372,,0.9746666666666667,0.9283613445378152,0.9747471806031761,0.8512942178289797,0.9851680672268908,0.9266139678302672,403.2608394289855,1.5119918350828812,404.7728312640684
success,IoT_Original_Distribution,QVE,ideal,full,3,10,9,6144,0,197,372,,0.9733333333333334,0.8955882352941177,0.9726032252348042,0.8357699949679752,0.9656302521008403,0.8904724456548828,191.79680175310932,0.07722027192357928,191.8740220250329
success,IoT_Original_Distribution,QVE,FakeKolkataV2,full,3,10,0,42,1,249,372,0.012177777777777777,0.9786666666666667,0.9433823529411764,0.9788011920319166,0.8756504609878387,0.9699789915966388,0.9423843352338354,2198.629868985852,0.8440025630407035,2199.473871548893
success,IoT_Original_Distribution,QVE,FakeKolkataV2,full,3,10,1,123,2,249,372,0.012177777777777777,0.9693333333333334,0.8933823529411765,0.9688215981549314,0.8134790665386955,0.9683193277310924,0.8884884719037622,2199.162169120973,0.11491880007088184,2199.277087921044
