dataset,config,feature_map,reps,entanglement,optimization,optimization_level,optimization_name,optimization_description,run,seed,gpu_id,accuracy,f1_score,mcc,training_time,circuit_depth,total_gates,two_qubit_gates
UNSW_NB15,10q_5k,ZZ,3,full,L3,3,L3,qiskit_heavy,26,22528,0,0.8826666666666667,0.8828515234481322,0.7464429065853808,900.6215644949116,289,807,612
UNSW_NB15,10q_5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,27,23552,1,0.8766666666666667,0.8781149007206912,0.7442888824678544,870.1454312079586,370,930,735
UNSW_NB15,10q_5k,ZZ,3,full,L3,3,L3,qiskit_heavy,27,23552,2,0.8766666666666667,0.8781149007206912,0.7442888824678544,940.2150463988073,289,807,612
UNSW_NB15,10q_5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,28,24576,0,0.8666666666666667,0.8684750829013125,0.7262821156641127,939.8983560251072,370,930,735
UNSW_NB15,10q_5k,ZZ,3,full,L3,3,L3,qiskit_heavy,28,24576,1,0.8666666666666667,0.8684750829013125,0.7262821156641127,840.5772827360779,289,807,612
UNSW_NB15,10q_5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,29,25600,2,0.8726666666666667,0.8740746502137721,0.7344218377986319,911.4914454333484,370,930,735
UNSW_NB15,10q_5k,ZZ,3,full,L3,3,L3,qiskit_heavy,29,25600,0,0.874,0.8754257153583852,0.7376541943705525,901.2281117527746,289,807,612
UNSW_NB15,10q_5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,30,26624,1,0.886,0.8868359610241804,0.7581101439122602,774.253593353089,370,930,735
UNSW_NB15,10q_5k,ZZ,3,full,L3,3,L3,qiskit_heavy,30,26624,2,0.8853333333333333,0.8863977412400008,0.7588699697708736,402.11707116803154,289,807,612
UNSW_NB15,10q_5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,1,42,0,0.8866666666666667,0.887926436988937,0.7644609980045476,650.3873716820963,237,604,474
UNSW_NB15,10q_5k,Pauli,2,full,L3,3,L3,qiskit_heavy,1,42,1,0.8866666666666667,0.887926436988937,0.7644609980045476,634.7550800982863,195,592,372
UNSW_NB15,10q_5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,2,123,2,0.8706666666666667,0.872104286916787,0.7305586180792449,650.2179884733632,237,604,474
UNSW_NB15,10q_5k,Pauli,2,full,L3,3,L3,qiskit_heavy,2,123,0,0.8666666666666667,0.8682158789252591,0.722915406938464,612.8942243969068,195,592,372
UNSW_NB15,10q_5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,3,456,1,0.8686666666666667,0.8704621867664227,0.7307336961834441,672.5262403339148,237,604,474
UNSW_NB15,10q_5k,Pauli,2,full,L3,3,L3,qiskit_heavy,3,456,2,0.8686666666666667,0.8704621867664227,0.7307336961834441,672.4988417797722,195,592,372
UNSW_NB15,10q_5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,4,789,0,0.8973333333333333,0.8981962172479612,0.783419217323532,606.1441734689288,237,604,474
UNSW_NB15,10q_5k,Pauli,2,full,L3,3,L3,qiskit_heavy,4,789,1,0.8973333333333333,0.8981962172479612,0.783419217323532,669.2328107869253,195,592,372
UNSW_NB15,10q_5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,5,1024,2,0.8673333333333333,0.8686212085257563,0.7211278260593719,668.8525895057246,237,604,474
UNSW_NB15,10q_5k,Pauli,2,full,L3,3,L3,qiskit_heavy,5,1024,0,0.8713333333333333,0.8730068381065985,0.7349982251655192,626.7005109768361,195,592,372
UNSW_NB15,10q_5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,6,2048,1,0.8733333333333333,0.8750786526364006,0.7408092583742086,622.7053363169543,237,604,474
UNSW_NB15,10q_5k,Pauli,2,full,L3,3,L3,qiskit_heavy,6,2048,2,0.8733333333333333,0.8750786526364006,0.7408092583742086,658.6112116090953,195,592,372
UNSW_NB15,10q_5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,7,3072,0,0.8746666666666667,0.8764717615362012,0.7450275518085625,635.5627408488654,237,604,474
UNSW_NB15,10q_5k,Pauli,2,full,L3,3,L3,qiskit_heavy,7,3072,1,0.8746666666666667,0.8764717615362012,0.7450275518085625,622.7835854878649,195,592,372
UNSW_NB15,10q_5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,8,4096,2,0.874,0.8753932402638894,0.7372496405069835,656.0700406320393,237,604,474
UNSW_NB15,10q_5k,Pauli,2,full,L3,3,L3,qiskit_heavy,8,4096,0,0.8673333333333333,0.8692573765963859,0.7298216089131434,650.9929818068631,195,592,372
UNSW_NB15,10q_5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,9,5120,1,0.8826666666666667,0.88372197931612,0.7528396224087934,641.6866503208876,237,604,474
