status,dataset,model,composition,n_maps,entanglement,optimization_level,noise_level,num_qubits,run_idx,seed,gpu_id,accuracy,f1_score,mcc,kernel_time,classifier_time,total_time
success,IoT_Original_Distribution,QWE,2map,2,full,0,0.0,6,1,123,1,0.9573333333333334,0.9598616442819057,0.7892958031689904,825.0056045140045,6.17546235199552,831.181066866
success,IoT_Original_Distribution,QWE,2map,2,full,0,0.0,6,2,456,2,0.9433333333333334,0.947946547380976,0.7409271226482088,825.2464174029956,5.204858898996463,830.451276301992
success,IoT_Original_Distribution,QWE,2map,2,full,0,0.0,6,3,789,0,0.9533333333333334,0.9562039944501242,0.7705303644616922,793.9073765009998,5.259042769001098,799.1664192700009
success,IoT_Original_Distribution,QWE,2map,2,full,0,0.0,6,4,1024,1,0.956,0.9584043158192588,0.7783563782665744,826.2613968190053,6.167457678999199,832.4288544980045
success,IoT_Original_Distribution,QWE,2map,2,full,0,0.0,6,5,2048,2,0.9566666666666667,0.9584533630522828,0.7712348391774375,826.545830903,5.5229638689997955,832.0687947719998
success,IoT_Original_Distribution,QWE,2map,2,full,0,0.0,6,6,3072,0,0.96,0.9614951467551764,0.7865659476978232,810.3807360520004,5.038389328998164,815.4191253809986
success,IoT_Original_Distribution,QWE,2map,2,full,0,0.0,6,7,4096,1,0.9533333333333334,0.9559918064551846,0.7663867213399324,838.9582943139976,5.857304548000684,844.8155988619983
success,IoT_Original_Distribution,QWE,2map,2,full,0,0.0,6,8,5120,2,0.9453333333333334,0.9488177051413007,0.7313129443797038,839.0081978620001,6.071798419001425,845.0799962810015
success,IoT_Original_Distribution,QWE,2map,2,full,0,0.0,6,9,6144,0,0.9486666666666667,0.95253801453372,0.7607320737467842,615.731441134998,4.091402652000397,619.8228437869984
success,IoT_Original_Distribution,QWE,2map,2,full,0,0.002,6,0,42,1,0.9446666666666667,0.9486105873320623,0.7359341918993468,702.527465434996,3.9865354530011246,706.5140008879971
success,IoT_Original_Distribution,QWE,2map,2,full,0,0.002,6,1,123,2,0.9573333333333334,0.9599579377829707,0.7912766362337398,704.7120367409989,4.9123155050001515,709.624352245999
success,IoT_Original_Distribution,QWE,2map,2,full,0,0.002,6,2,456,0,0.9473333333333334,0.9516209087423189,0.7608380955238458,621.7261209999997,3.6490360050011077,625.3751570050008
success,IoT_Original_Distribution,QWE,2map,2,full,0,0.002,6,3,789,1,0.952,0.9550594484167518,0.7657328544075529,608.6582262390002,4.9140662899990275,613.5722925289992
success,IoT_Original_Distribution,QWE,2map,2,full,0,0.002,6,4,1024,2,0.9486666666666667,0.9523254846333591,0.7562683594474058,620.3272627999977,4.5806254189992615,624.907888218997
success,IoT_Original_Distribution,QWE,2map,2,full,0,0.002,6,5,2048,0,0.954,0.9562393949049455,0.7627853053861655,615.8364457789976,3.6481688450003276,619.4846146239979
success,IoT_Original_Distribution,QWE,2map,2,full,0,0.002,6,6,3072,1,0.9546666666666667,0.9568183516006715,0.765341786163904,604.905844181998,4.852186993000942,609.7580311749989
success,IoT_Original_Distribution,QWE,2map,2,full,0,0.002,6,7,4096,2,0.9526666666666667,0.9554175125808769,0.7639370639604357,577.4922000200022,4.573281353001221,582.0654813730034
