dataset,config,method,model,run,seed,gpu_id,circuit_depth,total_gates,two_qubit_gates,accuracy,f1_score,precision,recall,mcc,training_time
IoT_Original_Distribution,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,21,17408,2,124,196,142,0.9433333333333334,0.9472524432247766,0.9554674697273489,0.9433333333333334,0.7268157963603983,270.3498929369962
IoT_Original_Distribution,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,22,18432,0,124,196,142,0.9686666666666667,0.9694588081461221,0.9708353487143694,0.9686666666666667,0.8271205771613618,255.68861272197682
IoT_Original_Distribution,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,23,19456,1,124,196,142,0.9573333333333334,0.9591465201465201,0.9625745779045054,0.9573333333333334,0.7757780903879318,261.32746088900603
IoT_Original_Distribution,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,24,20480,2,124,196,142,0.9526666666666667,0.9555251186688496,0.961724701723376,0.9526666666666667,0.7660250597507845,270.8183188830735
IoT_Original_Distribution,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,25,21504,0,124,196,142,0.9446666666666667,0.9482544057937221,0.9555901165126557,0.9446666666666667,0.7290186006876295,264.6055050379364
IoT_Original_Distribution,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,26,22528,1,124,196,142,0.9446666666666667,0.9484935622077233,0.9566457270961936,0.9446666666666667,0.7336234824377313,240.4699681600323
IoT_Original_Distribution,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,27,23552,2,124,196,142,0.9506666666666667,0.9532460820895523,0.9582469857353706,0.9506666666666667,0.748190568590062,268.21000201406423
IoT_Original_Distribution,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,28,24576,0,124,196,142,0.9553333333333334,0.956462556293408,0.9581348638910373,0.9553333333333334,0.7527044313772395,265.7206298749661
IoT_Original_Distribution,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,29,25600,1,124,196,142,0.954,0.9568809969513825,0.9634039634146342,0.954,0.7750222281710959,159.9542292689439
IoT_Original_Distribution,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,30,26624,2,124,196,142,0.956,0.9581952640243129,0.9626431453937507,0.956,0.7744116238094557,149.16309038503096
